Module name: , class: CogVideoXTransformer3DModel, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.6.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.6.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.6.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.6.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.6.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.6.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.6.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.6.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.6.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.6.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.6.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.7, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.7.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.7.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.7.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.7.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.7.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.7.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.7.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.7.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.7.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.7.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.7.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.7.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.7.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.7.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.7.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.7.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.7.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.8, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.8.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.8.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.8.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.8.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.8.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.8.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.8.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.8.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.8.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.8.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.8.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.8.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.8.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.8.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.8.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.8.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.8.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.9, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.9.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.9.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.9.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.9.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.9.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.9.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.9.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.9.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.9.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.9.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.9.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.9.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.9.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.9.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.9.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.9.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.9.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.10, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.10.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.10.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.10.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.10.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.10.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.10.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.10.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.10.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.10.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.10.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.10.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.10.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.10.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.10.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.10.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.10.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.10.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.11, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.11.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.11.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.11.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.11.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.11.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.11.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.11.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.11.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.11.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.11.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.11.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.11.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.11.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.11.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.11.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.11.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.11.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.12, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.12.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.12.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.12.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.12.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.12.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.12.attn1.norm_k, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.12.attn1.to_q, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.attn1.to_k, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.attn1.to_v, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.attn1.to_out, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.12.attn1.to_out.0, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.attn1.to_out.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.12.norm2, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.12.norm2.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.12.norm2.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.norm2.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.12.ff, class: FeedForward, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention.py
Module name: transformer_blocks.12.ff.net, class: ModuleList, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/container.py
Module name: transformer_blocks.12.ff.net.0, class: GELU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/activations.py
Module name: transformer_blocks.12.ff.net.0.proj, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.ff.net.1, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.12.ff.net.2, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.12.ff.net.3, class: Dropout, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/dropout.py
Module name: transformer_blocks.13, class: CogVideoXBlock, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/transformers/cogvideox_transformer_3d.py
Module name: transformer_blocks.13.norm1, class: CogVideoXLayerNormZero, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/normalization.py
Module name: transformer_blocks.13.norm1.silu, class: SiLU, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/activation.py
Module name: transformer_blocks.13.norm1.linear, class: Linear, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/linear.py
Module name: transformer_blocks.13.norm1.norm, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
Module name: transformer_blocks.13.attn1, class: Attention, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/diffusers/models/attention_processor.py
Module name: transformer_blocks.13.attn1.norm_q, class: LayerNorm, file: /home/zihao/miniconda3/envs/cogvideo/lib/python3.11/site-packages/torch/nn/modules/normalization.py
